ID,ITEMCODE,ITEM,IN_BLOCKS_OF,METRICS,PRICE_PER_UNIT,CURRENCY,FEES,VOLUME_FROM,VOLUME_TO
1007,8007689,"SAP Convergent Mediation by DigitalRoute, public cloud edition",27717500,Revenue and Expense,4435.00,USD,Month,1,10
1008,8007689,"SAP Convergent Mediation by DigitalRoute, public cloud edition",27717500,Revenue and Expense,3326.00,USD,Month,11,20
1009,8007689,"SAP Convergent Mediation by DigitalRoute, public cloud edition",27717500,Revenue and Expense,2993.00,USD,Month,21,40
1010,8007689,"SAP Convergent Mediation by DigitalRoute, public cloud edition",27717500,Revenue and Expense,2661.00,USD,Month,41,Infinite
1011,8008118,"SAP Access Violation Management by Pathlock, cloud edition for system integration",1,Connection,8562.00,USD,Month,1,Infinite
1012,8008173,"SAP Digital Payments, base package",20040,Transaction,2949.00,USD,Month,1,Infinite
1013,8008254,"SAP Cloud Identity Access Governance, integration edition",1,Connection,12720.00,USD,Month,1,Infinite
1014,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,774.00,USD,Month,1,5
1015,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,588.00,USD,Month,6,10
1016,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,445.00,USD,Month,11,50
1017,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,309.00,USD,Month,51,100
1018,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,196.00,USD,Month,101,250
1019,8008260,"SAP Document and Reporting Compliance, cloud edition",10000,Document,134.00,USD,Month,251,Infinite
1020,8008505,"SAP Document and Reporting Compliance, inbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,866.00,USD,Month,1,5
1021,8008505,"SAP Document and Reporting Compliance, inbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,686.00,USD,Month,6,10
1022,8008505,"SAP Document and Reporting Compliance, inbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,449.00,USD,Month,11,50
1023,8008505,"SAP Document and Reporting Compliance, inbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,387.00,USD,Month,51,250
1024,8008505,"SAP Document and Reporting Compliance, inbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,245.00,USD,Month,251,Infinite
1025,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,226.00,USD,Month,1,5
1026,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,174.00,USD,Month,6,10
1027,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,104.00,USD,Month,11,50
1028,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,45.00,USD,Month,51,250
1029,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,18.00,USD,Month,251,1000
1030,8008888,"SAP Document and Reporting Compliance, outbound invoicing option for Brazil (nota fiscal eletr????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????nica)",10000,Document,7.31,USD,Month,1001,Infinite
1031,8009454,"SAP Document and Reporting Compliance, private cloud edition",10000,Document,333.00,USD,Month,1,50
1032,8009454,"SAP Document and Reporting Compliance, private cloud edition",10000,Document,129.00,USD,Month,51,100
1033,8009454,"SAP Document and Reporting Compliance, private cloud edition",10000,Document,67.00,USD,Month,101,Infinite
1034,8010893,"SAP Entitlement Management, additional test tenant",1,Tenant,2621.00,USD,Month,1,Infinite
1035,8010987,SAP Risk and Assurance Management,1,User,523.00,USD,Month,1,20
1036,8010987,SAP Risk and Assurance Management,1,User,325.00,USD,Month,21,50
1037,8010987,SAP Risk and Assurance Management,1,User,234.00,USD,Month,51,150
1038,8010987,SAP Risk and Assurance Management,1,User,181.00,USD,Month,151,500
1039,8010987,SAP Risk and Assurance Management,1,User,126.00,USD,Month,501,Infinite
1040,8011319,"SAP Process Control, private cloud edition",1,User,222.00,USD,Month,1,20
1041,8011319,"SAP Process Control, private cloud edition",1,User,196.00,USD,Month,21,50
1042,8011319,"SAP Process Control, private cloud edition",1,User,125.00,USD,Month,51,100
1043,8011319,"SAP Process Control, private cloud edition",1,User,77.00,USD,Month,101,200
1044,8011319,"SAP Process Control, private cloud edition",1,User,51.00,USD,Month,201,Infinite
1045,8011320,"SAP Risk Management, private cloud edition",1,User,222.00,USD,Month,1,20
1046,8011320,"SAP Risk Management, private cloud edition",1,User,196.00,USD,Month,21,50
1047,8011320,"SAP Risk Management, private cloud edition",1,User,125.00,USD,Month,51,100
1048,8011320,"SAP Risk Management, private cloud edition",1,User,77.00,USD,Month,101,200
1049,8011320,"SAP Risk Management, private cloud edition",1,User,51.00,USD,Month,201,Infinite
1050,8011321,"SAP Audit Management, private cloud edition",1,User,225.00,USD,Month,1,20
1051,8011321,"SAP Audit Management, private cloud edition",1,User,200.00,USD,Month,21,50
1052,8011321,"SAP Audit Management, private cloud edition",1,User,126.00,USD,Month,51,100
1053,8011321,"SAP Audit Management, private cloud edition",1,User,77.00,USD,Month,101,200
1054,8011321,"SAP Audit Management, private cloud edition",1,User,52.00,USD,Month,201,Infinite
1055,8011426,SAP Subscription Billing,13858750,Revenue and Expense,4998.00,USD,Month,1,20
1056,8011426,SAP Subscription Billing,13858750,Revenue and Expense,2864.00,USD,Month,21,40
1057,8011426,SAP Subscription Billing,13858750,Revenue and Expense,2416.00,USD,Month,41,80
1058,8011426,SAP Subscription Billing,13858750,Revenue and Expense,1968.00,USD,Month,81,Infinite
1059,8011621,"SAP Billing and Revenue Innovation Management Cloud, additional productive tier, private edition, (S)",1,Tenant,18845.00,USD,Month,1,Infinite
1060,8011622,"SAP Billing and Revenue Innovation Management Cloud, additional productive tier, private edition, (M)",1,Tenant,20727.00,USD,Month,1,Infinite
1061,8011623,"SAP Billing and Revenue Innovation Management Cloud, additional productive tier, private edition, (L)",1,Tenant,29942.00,USD,Month,1,Infinite
1062,8011624,"SAP Billing and Revenue Innovation Management Cloud, additional productive tier, private edition, (XL)",1,Tenant,40812.00,USD,Month,1,Infinite
1063,8011625,"SAP Billing and Revenue Innovation Management Cloud, additional non productive tier, private edition, (S)",1,Tenant,15023.00,USD,Month,1,Infinite
1064,8011626,"SAP Billing and Revenue Innovation Management Cloud, additional non productive tier, private edition, (M)",1,Tenant,15042.00,USD,Month,1,Infinite
1065,8011627,"SAP Billing and Revenue Innovation Management Cloud, additional non productive tier, private edition, (L)",1,Tenant,21772.00,USD,Month,1,Infinite
1066,8011628,"SAP Billing and Revenue Innovation Management Cloud, additional non productive tier, private edition, (XL)",1,Tenant,27750.00,USD,Month,1,Infinite
1067,8012134,SAP trading platform integration,500,Transaction,2073.00,USD,Month,1,2
1068,8012134,SAP trading platform integration,500,Transaction,1818.00,USD,Month,3,6
1069,8012134,SAP trading platform integration,500,Transaction,1534.00,USD,Month,7,Infinite
1070,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,5000.00,USD,Month,1,5
1071,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,4160.00,USD,Month,6,20
1072,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,2900.00,USD,Month,21,50
1073,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,2080.00,USD,Month,51,75
1074,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,1670.00,USD,Month,76,150
1075,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,1250.00,USD,Month,151,250
1076,8012561,"SAP Account Substantiation and Automation by BlackLine, transaction matching option",100000,Transaction,835.00,USD,Month,251,Infinite
1077,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,3250.00,USD,Month,1,5
1078,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,2700.00,USD,Month,6,20
1079,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,1900.00,USD,Month,21,50
1080,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,1350.00,USD,Month,51,75
1081,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,1100.00,USD,Month,76,150
1082,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,810.00,USD,Month,151,250
1083,8012562,"SAP Account Substantiation and Automation by BlackLine, journal entry option",10000,Transaction,540.00,USD,Month,251,Infinite
1084,8012568,"SAP Account Substantiation and Automation by BlackLine, base edition",1,User,85.00,USD,Month,1,Infinite
1085,8012570,"SAP Advanced Financial Closing, test tenant",1,Tenant,1194.00,USD,Month,1,Infinite
1086,8013743,"SAP Tax Declaration Framework Brazil Cloud, private edition",1,Object,262.00,USD,Month,1,20
1087,8013743,"SAP Tax Declaration Framework Brazil Cloud, private edition",1,Object,165.00,USD,Month,21,100
1088,8013743,"SAP Tax Declaration Framework Brazil Cloud, private edition",1,Object,151.00,USD,Month,101,500
1089,8013743,"SAP Tax Declaration Framework Brazil Cloud, private edition",1,Object,137.00,USD,Month,501,Infinite
1090,8014071,"SAP Convergent Mediation by DigitalRoute, private cloud edition",55435000,Revenue and Expense,11819.00,USD,Month,1,10
1091,8014071,"SAP Convergent Mediation by DigitalRoute, private cloud edition",55435000,Revenue and Expense,6275.00,USD,Month,11,30
1092,8014071,"SAP Convergent Mediation by DigitalRoute, private cloud edition",55435000,Revenue and Expense,3237.00,USD,Month,31,60
1093,8014071,"SAP Convergent Mediation by DigitalRoute, private cloud edition",55435000,Revenue and Expense,2406.00,USD,Month,61,120
1094,8014071,"SAP Convergent Mediation by DigitalRoute, private cloud edition",55435000,Revenue and Expense,1663.00,USD,Month,121,Infinite
1095,8014593,"SAP Access Control Cloud, extra stack, additional non-productive tier, private edition (XS)",1,Tenant,10591.00,USD,Month,1,Infinite
1096,8014594,"SAP Access Control Cloud, extra stack, additional non-productive tier, private edition (M)",1,Tenant,14801.00,USD,Month,1,Infinite
1097,8014602,"SAP Access Control Cloud, extra stack, additional non-productive tier, private edition (S)",1,Tenant,11960.00,USD,Month,1,Infinite
1098,8014612,"SAP Access Control Cloud, extra stack, additional non-productive tier, private edition (XL)",1,Tenant,20958.00,USD,Month,1,Infinite
1099,8015436,"SAP Access Violation Management by Pathlock, risk assessment cloud edition",100,Resource,571.00,USD,Month,1,50
1100,8015436,"SAP Access Violation Management by Pathlock, risk assessment cloud edition",100,Resource,502.00,USD,Month,51,250
1101,8015436,"SAP Access Violation Management by Pathlock, risk assessment cloud edition",100,Resource,434.00,USD,Month,251,Infinite
1102,8015437,"SAP Enterprise Threat Detection, cloud edition",100,Resource,997.00,USD,Month,1,20
1103,8015437,"SAP Enterprise Threat Detection, cloud edition",100,Resource,319.00,USD,Month,21,150
1104,8015437,"SAP Enterprise Threat Detection, cloud edition",100,Resource,187.00,USD,Month,151,300
1105,8015437,"SAP Enterprise Threat Detection, cloud edition",100,Resource,160.00,USD,Month,301,600
1106,8015437,"SAP Enterprise Threat Detection, cloud edition",100,Resource,141.00,USD,Month,601,1500
1107,8015452,"SAP Cloud Identity Access Governance, standard edition",1000,Resource,8681.00,USD,Month,1,5
1108,8015452,"SAP Cloud Identity Access Governance, standard edition",1000,Resource,5871.00,USD,Month,6,15
1109,8015452,"SAP Cloud Identity Access Governance, standard edition",1000,Resource,5765.00,USD,Month,16,75
1110,8015452,"SAP Cloud Identity Access Governance, standard edition",1000,Resource,4989.00,USD,Month,76,125
1111,8015452,"SAP Cloud Identity Access Governance, standard edition",1000,Resource,4324.00,USD,Month,126,Infinite
1112,8015461,SAP Secure Login Service for SAP GUI,500,User,499.00,USD,Month,1,6
1113,8015461,SAP Secure Login Service for SAP GUI,500,User,360.00,USD,Month,7,20
1114,8015461,SAP Secure Login Service for SAP GUI,500,User,233.00,USD,Month,21,100
1115,8015461,SAP Secure Login Service for SAP GUI,500,User,165.00,USD,Month,101,200
1116,8015461,SAP Secure Login Service for SAP GUI,500,User,122.00,USD,Month,201,Infinite
1117,8015465,"SAP Enterprise Threat Detection, private cloud edition",100,Resource,3217.00,USD,Month,1,35
1118,8015465,"SAP Enterprise Threat Detection, private cloud edition",100,Resource,2053.00,USD,Month,36,75
1119,8015465,"SAP Enterprise Threat Detection, private cloud edition",100,Resource,1073.00,USD,Month,76,200
1120,8015465,"SAP Enterprise Threat Detection, private cloud edition",100,Resource,521.00,USD,Month,201,600
1121,8015465,"SAP Enterprise Threat Detection, private cloud edition",100,Resource,368.00,USD,Month,601,Infinite
1122,8015483,"SAP Identity Management, private cloud edition",100,Resource,5983.00,USD,Month,1,20
1123,8015483,"SAP Identity Management, private cloud edition",100,Resource,2551.00,USD,Month,21,50
1124,8015483,"SAP Identity Management, private cloud edition",100,Resource,1549.00,USD,Month,51,200
1125,8015483,"SAP Identity Management, private cloud edition",100,Resource,504.00,USD,Month,201,Infinite
1126,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,2439.00,USD,Month,1,50
1127,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,1524.00,USD,Month,51,100
1128,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,1039.00,USD,Month,101,150
1129,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,956.00,USD,Month,151,500
1130,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,596.00,USD,Month,501,1000
1131,8015511,"SAP Access Control Cloud, extra stack, private cloud edition",100,Resource,499.00,USD,Month,1001,Infinite
1132,8016016,SAP Entitlement Management,50000,Record,3138.00,USD,Month,1,20
1133,8016016,SAP Entitlement Management,50000,Record,2509.00,USD,Month,21,50
1134,8016016,SAP Entitlement Management,50000,Record,1883.00,USD,Month,51,120
1135,8016016,SAP Entitlement Management,50000,Record,1253.00,USD,Month,121,300
1136,8016016,SAP Entitlement Management,50000,Record,657.00,USD,Month,301,900
1137,8016016,SAP Entitlement Management,50000,Record,255.00,USD,Month,901,4000
1138,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,867.00,USD,Month,1,5
1139,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,765.00,USD,Month,6,10
1140,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,714.00,USD,Month,11,15
1141,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,663.00,USD,Month,16,20
1142,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,638.00,USD,Month,21,30
1143,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,618.00,USD,Month,31,50
1144,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,597.00,USD,Month,51,100
1145,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,574.00,USD,Month,101,200
1146,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,551.00,USD,Month,201,500
1147,8016592,SAP Account Substantiation and Automation by BlackLine,1,User,482.00,USD,Month,501,Infinite
1148,8017274,"SAP Intercompany Governance by BlackLine, origination option",1,Object,580.00,USD,Month,1,100
1149,8017274,"SAP Intercompany Governance by BlackLine, origination option",1,Object,470.00,USD,Month,101,250
1150,8017274,"SAP Intercompany Governance by BlackLine, origination option",1,Object,350.00,USD,Month,251,500
1151,8017274,"SAP Intercompany Governance by BlackLine, origination option",1,Object,310.00,USD,Month,501,Infinite
1152,8017291,"SAP Intercompany Governance by BlackLine, account settlement option",1,Object,580.00,USD,Month,1,100
1153,8017291,"SAP Intercompany Governance by BlackLine, account settlement option",1,Object,470.00,USD,Month,101,250
1154,8017291,"SAP Intercompany Governance by BlackLine, account settlement option",1,Object,350.00,USD,Month,251,500
1155,8017291,"SAP Intercompany Governance by BlackLine, account settlement option",1,Object,310.00,USD,Month,501,Infinite
1156,8017891,SAP Intelligent Product Recommendation,100000,API Call,1167.00,USD,Month,1,10
1157,8017891,SAP Intelligent Product Recommendation,100000,API Call,934.00,USD,Month,11,20
1158,8017891,SAP Intelligent Product Recommendation,100000,API Call,701.00,USD,Month,21,35
1159,8017891,SAP Intelligent Product Recommendation,100000,API Call,532.00,USD,Month,36,Infinite
1160,8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,6485.00,USD,Month,1,4
1161,8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,5370.00,USD,Month,5,9
1162,8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,5050.00,USD,Month,10,14
1163,8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,4925.00,USD,Month,15,19
1164,8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,4785.00,USD,Month,20,Infinite
1165,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,2439.00,USD,Month,1,50
1166,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,1524.00,USD,Month,51,100
1167,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,1039.00,USD,Month,101,150
1168,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,956.00,USD,Month,151,500
1169,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,596.00,USD,Month,501,1000
1170,8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,499.00,USD,Month,1001,Infinite
1171,***,Cloud - Leonardo Technology,0,,0.00,,,,
1172,8005246,SAP Rural Sourcing Management,10000,Transaction,337.00,USD,Month,1,Infinite
1173,***,Cloud - Procurement,0,,0.00,,,,
1174,8002460,"SAP Ariba Procurement, supplemental site add-on",1,Tenant,7753.00,USD,Month,1,Infinite
1175,8002461,"SAP Ariba Strategic Sourcing, supplemental site add-on",1,Tenant,2416.00,USD,Month,1,Infinite
1176,8002471,"SAP Ariba Spend Analysis, monthly refresh add-on",1,% of Net Recurring Fee,40.00,%,Year,1,Infinite
1177,8005967,"SAP Business Network Commerce Automation, buyer paid supplier fees option",1,Supplier,210.00,USD,Month,1,Infinite
1178,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.40,%,Year,15000000,50000000
1179,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.38,%,Year,50000001,100000000
1180,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.36,%,Year,100000001,250000000
1181,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.34,%,Year,250000001,500000000
1182,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.33,%,Year,500000001,1000000000
1183,8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.32,%,Year,1000000001,Infinite
1184,8007883,SAP Ariba Sourcing,1,User,730.00,USD,Month,1,25
1185,8007883,SAP Ariba Sourcing,1,User,430.00,USD,Month,26,50
1186,8007883,SAP Ariba Sourcing,1,User,270.00,USD,Month,51,100
1187,8007883,SAP Ariba Sourcing,1,User,250.00,USD,Month,101,200
1188,8007883,SAP Ariba Sourcing,1,User,230.00,USD,Month,201,Infinite
1189,8007885,SAP Ariba Contracts,1,User,585.00,USD,Month,1,25
1190,8007885,SAP Ariba Contracts,1,User,400.00,USD,Month,26,50
1191,8007885,SAP Ariba Contracts,1,User,270.00,USD,Month,51,100
1192,8007885,SAP Ariba Contracts,1,User,200.00,USD,Month,101,200
1193,8007885,SAP Ariba Contracts,1,User,170.00,USD,Month,201,Infinite
1194,8007886,SAP Ariba Strategic Sourcing Suite,1,User,2400.00,USD,Month,1,5
1195,8007886,SAP Ariba Strategic Sourcing Suite,1,User,2288.00,USD,Month,6,10
1196,8007886,SAP Ariba Strategic Sourcing Suite,1,User,2288.00,USD,Month,11,25
1197,8007886,SAP Ariba Strategic Sourcing Suite,1,User,1575.00,USD,Month,26,50
1198,8007886,SAP Ariba Strategic Sourcing Suite,1,User,1013.00,USD,Month,51,100
1199,8007886,SAP Ariba Strategic Sourcing Suite,1,User,875.00,USD,Month,101,200
1200,8007886,SAP Ariba Strategic Sourcing Suite,1,User,788.00,USD,Month,201,Infinite
1201,8007887,SAP Ariba Contract Invoicing,1,Document,1.20,USD,Year,1,200000
1202,8007887,SAP Ariba Contract Invoicing,1,Document,1.03,USD,Year,200001,300000
1203,8007887,SAP Ariba Contract Invoicing,1,Document,0.70,USD,Year,300001,500000
1204,8007887,SAP Ariba Contract Invoicing,1,Document,0.50,USD,Year,500001,Infinite
1205,8007888,SAP Business Network Commerce Automation,1,Flat Fee,750000.00,USD,Year,1,Infinite
1206,8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,667.00,USD,Month,1,25
1207,8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,438.00,USD,Month,26,50
1208,8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,275.00,USD,Month,51,100
1209,8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,250.00,USD,Month,101,200
1210,8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,230.00,USD,Month,201,Infinite
1211,8007890,SAP Ariba Supplier Risk,1,User,800.00,USD,Month,1,25
1212,8007890,SAP Ariba Supplier Risk,1,User,567.00,USD,Month,26,50
1213,8007890,SAP Ariba Supplier Risk,1,User,378.00,USD,Month,51,100
1214,8007890,SAP Ariba Supplier Risk,1,User,288.00,USD,Month,101,200
1215,8007890,SAP Ariba Supplier Risk,1,User,211.00,USD,Month,201,Infinite
1216,8007891,SAP Ariba Buying,1,Spend,0.23,%,Year,105000000,200000000
1217,8007891,SAP Ariba Buying,1,Spend,0.21,%,Year,200000001,500000000
1218,8007891,SAP Ariba Buying,1,Spend,0.15,%,Year,500000001,750000000
1219,8007891,SAP Ariba Buying,1,Spend,0.11,%,Year,750000001,1500000000
1220,8007891,SAP Ariba Buying,1,Spend,0.08,%,Year,1500000001,5000000000
1221,8007891,SAP Ariba Buying,1,Spend,0.06,%,Year,5000000001,Infinite
1222,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.25,%,Year,105000000,200000000
1223,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.23,%,Year,200000001,500000000
1224,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.17,%,Year,500000001,750000000
1225,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.13,%,Year,750000001,1500000000
1226,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.10,%,Year,1500000001,5000000000
1227,8007892,SAP Ariba Buying and Invoicing,1,Spend,0.07,%,Year,5000000001,Infinite
1228,8007894,SAP Ariba Catalog,1,Spend,0.22,%,Year,65000000,100000000
1229,8007894,SAP Ariba Catalog,1,Spend,0.20,%,Year,100000001,200000000
1230,8007894,SAP Ariba Catalog,1,Spend,0.19,%,Year,200000001,500000000
1231,8007894,SAP Ariba Catalog,1,Spend,0.13,%,Year,500000001,750000000
1232,8007894,SAP Ariba Catalog,1,Spend,0.09,%,Year,750000001,1000000000
1233,8007894,SAP Ariba Catalog,1,Spend,0.06,%,Year,1000000001,Infinite
1234,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.18,%,Year,250000000,500000000
1235,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.13,%,Year,500000001,1000000000
1236,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.09,%,Year,1000000001,4000000000
1237,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.06,%,Year,4000000001,8000000000
1238,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.06,%,Year,8000000001,15000000000
1239,8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.05,%,Year,15000000001,Infinite
1240,8007898,"SAP Business Network Supply Chain Collaboration, quality add-on",1,% of Net Recurring Fee,30.00,%,Year,1,Infinite
1241,8007899,"SAP Business Network Supply Chain Collaboration, inventory add-on",1,% of Net Recurring Fee,30.00,%,Year,1,Infinite
1242,8007900,SAP Ariba Invoice Management,1,Document,1.50,USD,Year,1,200000
1243,8007900,SAP Ariba Invoice Management,1,Document,1.28,USD,Year,200001,300000
1244,8007900,SAP Ariba Invoice Management,1,Document,1.00,USD,Year,300001,500000
1245,8007900,SAP Ariba Invoice Management,1,Document,0.80,USD,Year,500001,Infinite
1246,8007902,SAP Ariba Spend Analysis,1,Spend,0.04,%,Year,500000000,1000000000
1247,8007902,SAP Ariba Spend Analysis,1,Spend,0.03,%,Year,1000000001,2500000000
1248,8007902,SAP Ariba Spend Analysis,1,Spend,0.02,%,Year,2500000001,5000000000
1249,8007902,SAP Ariba Spend Analysis,1,Spend,0.01,%,Year,5000000001,10000000000
1250,8007902,SAP Ariba Spend Analysis,1,Spend,0.01,%,Year,10000000001,50000000000
1251,8007902,SAP Ariba Spend Analysis,1,Spend,0.01,%,Year,50000000001,Infinite
1252,8007903,"SAP Ariba Procurement, additional site add-on",1,Tenant,6667.00,USD,Month,1,Infinite
1253,8008080,"SAP Business Network Commerce Automation, BPO edition",1,Flat Fee,750000.00,USD,Year,1,Infinite
1254,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.21,%,Year,105000000,200000000
1255,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.16,%,Year,200000001,500000000
1256,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.10,%,Year,500000001,750000000
1257,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.08,%,Year,750000001,1500000000
1258,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.07,%,Year,1500000001,5000000000
1259,8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.06,%,Year,5000000001,Infinite
1260,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.25,%,Year,105000000,200000000
1261,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.20,%,Year,200000001,500000000
1262,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.12,%,Year,500000001,750000000
1263,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.09,%,Year,750000001,1500000000
1264,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.08,%,Year,1500000001,5000000000
1265,8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.07,%,Year,5000000001,Infinite
1266,8008113,"SAP Business Network Commerce Automation, foundation option",200000,Document,75000.00,USD,Year,1,Infinite
1267,8008177,SAP Ariba Snap Buying,1,Spend,0.42,%,Year,50000000,75000000
1268,8008177,SAP Ariba Snap Buying,1,Spend,0.30,%,Year,75000001,100000000
1269,8008177,SAP Ariba Snap Buying,1,Spend,0.28,%,Year,100000001,125000000
1270,8008177,SAP Ariba Snap Buying,1,Spend,0.25,%,Year,125000001,150000000
1271,8008177,SAP Ariba Snap Buying,1,Spend,0.20,%,Year,150000001,200000000
1272,8008177,SAP Ariba Snap Buying,1,Spend,0.18,%,Year,200000001,500000000
1273,8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.57,%,Year,50000000,75000000
1274,8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.35,%,Year,75000001,100000000
1275,8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.33,%,Year,100000001,125000000
